City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
887,Padilla,CO,82.4,3.22,-76.31,
892,Labuhan,ID,76.03,-6.88,112.21,
893,Ceres,US,84.2,37.59,-120.96,
895,Haines Junction,CA,63.99,60.75,-137.51,
896,North Myrtle Beach,US,84.0,33.82,-78.68,
898,Villingen-Schwenningen,DE,61.0,48.07,8.45,
901,Tutoia,BR,78.6,-2.76,-42.27,
904,Prattville,US,87.01,32.46,-86.46,
905,Shenjiamen,CN,79.74,29.96,122.3,
907,Bara,NG,76.1,10.37,10.73,
908,Falmouth,GB,60.8,50.15,-5.07,
909,Makakilo City,US,86.0,21.35,-158.09,
910,Kuching,MY,75.0,1.55,110.33,
911,Northampton,US,89.01,40.88,-75.25,
912,Carutapera,BR,80.19,-1.2,-46.02,
913,Hamilton,US,81.0,39.18,-84.53,
915,Sokolo,ML,78.49,14.73,-6.12,
916,Kavieng,PG,82.2,-2.57,150.8,
918,Zhanaozen,KZ,71.17,43.3,52.8,
919,Palauig,PH,81.34,15.44,119.9,
920,Nieuw Nickerie,SR,84.09,5.95,-56.98,
921,Cap Malheureux,MU,69.01,-19.98,57.61,
922,Padang,ID,77.88,-0.95,100.35,
923,Grand Gaube,MU,69.01,-20.01,57.66,
925,Penzance,GB,60.8,50.12,-5.54,
926,Pathum Thani,TH,86.0,14.01,100.53,
930,Dreux,FR,68.0,48.67,1.25,
934,Les Cayes,HT,87.31,18.2,-73.75,
935,Kushiro,JP,64.11,42.98,144.37,
936,Japura,ID,74.17,-0.32,102.35,
938,Llanes,ES,66.99,43.42,-4.75,
940,Richards Bay,ZA,65.08,-28.78,32.04,
941,Saint-Francois,FR,71.6,46.42,3.91,
944,Thinadhoo,MV,83.14,0.53,72.93,
945,Kaoma,ZM,66.96,-14.78,24.8,
946,North Bend,US,82.0,43.41,-124.22,
947,Popondetta,PG,74.79,-8.75,148.25,
949,Sinnamary,GF,82.42,5.38,-52.95,
950,Tabuk,PH,73.89,17.42,121.44,
951,Gamba,GA,73.27,-2.65,10.0,
952,Muisne,EC,80.6,0.6,-80.03,
953,Ler,SS,73.96,8.3,30.14,
955,Acara,BR,81.37,-1.96,-48.2,
956,Cordoba,AR,66.99,-31.41,-64.18,
961,Kenai,US,66.2,60.55,-151.26,
963,Vieux-Habitants,GP,84.2,16.06,-61.77,
964,Nantucket,US,77.0,41.28,-70.1,
967,Ambilobe,MG,68.52,-13.2,49.05,
969,Aktau,KZ,66.2,43.65,51.2,
971,Penzberg,DE,60.01,47.75,11.38,
972,Beira,MZ,69.8,-19.84,34.84,
975,Sartell,US,86.0,45.62,-94.21,
976,Salme,NP,69.8,28.04,85.09,
977,Sume,BR,79.56,-7.67,-36.88,
978,Wana,PK,76.62,32.3,69.57,
980,Luba,GQ,77.02,3.46,8.55,
981,Seoul,KR,71.6,37.57,126.98,
985,Saint-Pierre,RE,66.2,-21.34,55.48,
986,Bandarban,BD,73.98,22.2,92.23,
987,Birin,NP,61.9,26.89,88.07,
989,Cabo Rojo,PR,78.01,18.09,-67.15,
990,Urumqi,CN,73.4,43.8,87.6,
992,Sambava,MG,69.35,-14.27,50.17,
994,Atyrau,KZ,66.2,47.12,51.88,
995,Moindou,NC,66.2,-21.69,165.68,
996,Camopi,GF,84.16,3.17,-52.32,
998,Xichang,CN,64.06,27.9,102.26,
1000,Koath,IN,81.73,25.32,84.27,
1001,Kaminoyama,JP,77.0,38.15,140.27,
1002,Bonthe,SL,75.76,7.53,-12.51,
1003,Ziarat,PK,64.22,30.38,67.73,
1004,Mana,GF,83.01,5.66,-53.78,
1007,San Jeronimo,PE,62.98,-11.95,-75.28,
1008,Erzin,TR,84.0,36.96,36.2,
1010,Luena,AO,68.97,-11.78,19.92,
1013,Nicoya,CR,80.6,10.15,-85.45,
1015,Nabire,ID,73.35,-3.37,135.48,
1016,Barranca,PE,63.77,-10.75,-77.77,
1017,Alofi,NU,77.0,-19.06,-169.92,
1018,Nhulunbuy,AU,73.4,-12.23,136.77,
1019,Qarqin,AF,79.68,37.42,66.04,
1020,Dosso,NE,80.76,13.05,3.19,
1021,Bachaquero,VE,87.19,9.97,-71.15,
1022,Yokadouma,CM,71.1,3.52,15.05,
1024,Pinotepa Nacional,MX,85.91,16.32,-98.02,
1027,Abancay,PE,69.03,-13.63,-72.88,
1028,Tocopilla,CL,65.1,-22.09,-70.2,
1029,Port Hedland,AU,62.6,-20.32,118.57,
1031,Russell,US,89.6,32.35,-85.2,
1032,Kalmunai,LK,80.38,7.42,81.82,
1034,Nieuw Amsterdam,SR,84.2,5.88,-55.08,
1035,Sulecin,PL,66.99,52.44,15.12,
1036,Carbonia,IT,80.6,39.17,8.52,
1037,Haldwani,IN,76.24,29.22,79.52,
1040,Amapa,BR,87.04,1.0,-52.0,
1041,Matara,LK,78.48,5.95,80.54,
1044,Meulaboh,ID,74.43,4.14,96.13,
1045,Ternate,ID,80.06,0.8,127.4,
1048,Takoradi,GH,75.09,4.88,-1.76,
1049,Ndjole,GA,78.6,-0.18,10.76,
1053,Basco,PH,83.79,20.45,121.97,
1054,Ishigaki,JP,83.39,24.34,124.16,
1055,Coos Bay,US,82.0,43.37,-124.22,
1056,Mvomero,TZ,70.25,-6.25,38.67,
1057,Bellary,IN,75.61,15.15,76.93,
1058,Forestville,US,84.99,38.85,-76.88,
1059,Camana,PE,62.13,-16.62,-72.71,
1060,Mitsamiouli,KM,76.77,-11.38,43.28,
1061,Adwa,ET,62.49,14.16,38.9,
1063,Shetpe,KZ,62.92,44.17,52.12,
1065,Kaseda,JP,80.26,31.42,130.32,
1066,Half Moon Bay,US,90.0,37.46,-122.43,
1067,Buin,CL,71.6,-33.73,-70.75,
1069,Morondava,MG,71.94,-20.28,44.28,
1070,Pasco,US,87.01,28.29,-82.42,
1071,Fengzhen,CN,62.82,40.44,113.15,
1072,Falam,MM,61.83,22.92,93.68,
1073,Liverpool,GB,61.0,53.41,-2.98,
1074,Chirongui,YT,71.6,-12.93,45.15,
1075,Pisco,PE,64.4,-13.7,-76.22,
1077,Mao,ES,77.0,39.89,4.27,
1078,Golcuv Jenikov,CZ,66.2,49.82,15.48,
1082,Goundam,ML,86.56,16.41,-3.67,
1084,San Ramon De La Nueva Oran,AR,71.01,-23.13,-64.33,
1085,Januaria,BR,83.62,-15.48,-44.37,
1088,Canico,PT,75.2,32.63,-16.85,
1089,Fairbanks,US,72.0,64.84,-147.72,
1090,Cobija,BO,72.55,-11.03,-68.77,
1091,Yambio,SS,68.88,4.57,28.4,
1092,Road Town,VG,82.4,18.42,-64.62,
1093,Mandera,KE,80.69,3.94,41.87,
1094,Rundu,,63.25,-17.93,19.77,
1095,Saint-Leu,RE,69.8,-21.15,55.28,
1096,Porto Santo,PT,73.4,33.07,-16.34,
1099,Neiafu,TO,80.6,-18.65,-173.98,
1100,Pemba,MZ,75.2,-12.97,40.52,
1101,Veroia,GR,79.0,40.52,22.2,
1103,Jiuquan,CN,68.22,39.74,98.52,
1106,Boa Vista,BR,89.6,2.82,-60.67,
1107,Carauari,BR,85.17,-4.88,-66.9,
1109,Tucupita,VE,87.96,9.06,-62.05,
1110,Talas,TR,60.8,38.69,35.55,
1112,Fostoria,US,89.01,41.16,-83.42,
1113,Szczecinek,PL,66.99,53.71,16.7,
1114,Great Falls,US,87.8,47.5,-111.3,
1115,Rawson,AR,64.2,-43.3,-65.1,
1116,Fort Nelson,CA,64.4,58.81,-122.7,
1117,Sakakah,SA,86.0,29.97,40.21,
1118,Kabin Buri,TH,76.3,13.95,101.72,
1119,Dubreka,GN,76.05,9.79,-13.52,
1120,Harper,LR,75.97,4.38,-7.72,
1121,Ruidoso,US,87.01,33.33,-105.67,
1122,Polson,US,82.0,47.69,-114.16,
1124,Tautira,PF,80.6,-17.73,-149.15,
1127,Sao Gabriel Da Cachoeira,BR,87.15,-0.13,-67.09,
1129,Lar,IN,80.49,26.2,83.97,
1130,Saint-Joseph,RE,66.2,-21.37,55.62,
1131,Kota Belud,MY,75.2,6.35,116.43,
1132,Namibe,AO,63.63,-15.2,12.15,
